"","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallDuration","CallHour","AgeBucket","BalanceBucket"
"195",195,33,"management","single","tertiary","0",3143,"0","0","cellular",29,"jun",2,-1,0,"unknown",421,"16","(25.7,33.4]","AboveAverage"
"196",196,53,"admin.","married","secondary","0",53,"1","0","cellular",18,"may",1,-1,0,"unknown",387,"11","(48.8,56.5]","BelowAverage"
"197",197,45,"management","married","tertiary","0",1447,"1","1","cellular",7,"jul",2,-1,0,"unknown",461,"17","(41.1,48.8]","BelowAverage"
"198",198,36,"self-employed","divorced","tertiary","0",6385,"1","0","cellular",21,"nov",2,-1,0,"unknown",70,"13","(33.4,41.1]","AboveAverage"
"199",199,43,"management","married","tertiary","0",3186,"0","0","cellular",16,"nov",1,88,1,"failure",380,"15","(41.1,48.8]","AboveAverage"
"200",200,31,"blue-collar","married","primary","0",290,"1","0","cellular",15,"may",1,291,3,"failure",148,"12","(25.7,33.4]","BelowAverage"
"201",201,56,"blue-collar","married","primary","0",8163,"0","0","cellular",14,"aug",4,-1,0,"unknown",1231,"10","(48.8,56.5]","AboveAverage"
"202",202,48,"admin.","married","secondary","0",13551,"0","0","unknown",11,"jun",3,-1,0,"unknown",89,"9","(41.1,48.8]","AboveAverage"
"203",203,40,"technician","single","tertiary","0",431,"0","0","cellular",7,"jul",2,-1,0,"unknown",180,"17","(33.4,41.1]","BelowAverage"
"204",204,60,"admin.","married","secondary","0",711,"0","0","cellular",12,"aug",4,-1,0,"unknown",355,"11","(56.5,64.2]","BelowAverage"
"205",205,45,"admin.","married","secondary","0",0,"0","0","cellular",14,"aug",2,-1,0,"unknown",113,"9","(41.1,48.8]","Negative"
"206",206,45,"technician","single","unknown","0",7108,"1","1","unknown",30,"may",3,-1,0,"unknown",1212,"13","(41.1,48.8]","AboveAverage"
"207",207,55,"technician","divorced","secondary","1",4,"0","0","cellular",28,"jan",1,-1,0,"unknown",1048,"15","(48.8,56.5]","BelowAverage"
"208",208,41,"blue-collar","married","primary","0",3658,"1","0","cellular",9,"apr",1,330,1,"failure",268,"15","(33.4,41.1]","AboveAverage"
"209",209,46,"management","married","tertiary","0",699,"0","0","cellular",30,"apr",1,87,1,"failure",970,"13","(41.1,48.8]","BelowAverage"
"210",210,41,"entrepreneur","married","secondary","0",8491,"1","0","cellular",18,"nov",1,-1,0,"unknown",929,"11","(33.4,41.1]","AboveAverage"
"211",211,51,"admin.","married","secondary","0",423,"1","1","cellular",16,"jul",5,183,2,"failure",84,"9","(48.8,56.5]","BelowAverage"
"212",212,55,"technician","divorced","tertiary","0",0,"0","0","cellular",17,"nov",2,91,1,"success",134,"9","(48.8,56.5]","Negative"
"213",213,34,"services","married","secondary","0",790,"1","0","cellular",20,"apr",2,350,1,"failure",579,"13","(33.4,41.1]","BelowAverage"
"214",214,40,"admin.","married","secondary","0",341,"0","0","cellular",31,"jul",5,-1,0,"unknown",1142,"12","(33.4,41.1]","BelowAverage"
"215",215,31,"unemployed","single","secondary","0",582,"1","0","cellular",5,"jun",2,-1,0,"unknown",548,"14","(25.7,33.4]","BelowAverage"
"216",216,32,"management","single","tertiary","0",623,"0","0","cellular",6,"jul",3,194,2,"failure",335,"10","(25.7,33.4]","BelowAverage"
"217",217,37,"services","single","secondary","0",1045,"0","0","cellular",4,"feb",1,-1,0,"unknown",301,"13","(33.4,41.1]","BelowAverage"
"218",218,31,"services","married","secondary","0",0,"1","0","cellular",29,"jan",2,-1,0,"unknown",224,"16","(25.7,33.4]","Negative"
"219",219,56,"retired","married","tertiary","0",281,"0","0","cellular",3,"mar",2,-1,0,"unknown",96,"17","(48.8,56.5]","BelowAverage"
"220",220,26,"blue-collar","single","primary","0",-295,"1","0","cellular",6,"may",1,-1,0,"unknown",138,"9","(25.7,33.4]","Negative"
"221",221,45,"management","married","tertiary","0",160,"0","0","cellular",10,"nov",2,194,1,"success",182,"11","(41.1,48.8]","BelowAverage"
"222",222,32,"management","married","secondary","0",134,"1","1","cellular",15,"may",3,-1,0,"unknown",532,"11","(25.7,33.4]","BelowAverage"
"223",223,41,"management","married","tertiary","0",472,"1","0","cellular",10,"jul",1,-1,0,"unknown",783,"9","(33.4,41.1]","BelowAverage"
"224",224,28,"blue-collar","married","secondary","0",-95,"1","0","unknown",13,"may",1,-1,0,"unknown",200,"16","(25.7,33.4]","Negative"
"225",225,42,"blue-collar","married","secondary","0",0,"1","0","cellular",30,"jan",2,-1,0,"unknown",82,"12","(41.1,48.8]","Negative"
"226",226,46,"technician","married","secondary","0",179,"0","1","unknown",18,"jun",1,-1,0,"unknown",129,"17","(41.1,48.8]","BelowAverage"
"227",227,55,"retired","divorced","tertiary","0",0,"0","0","cellular",18,"may",1,370,1,"success",616,"14","(48.8,56.5]","Negative"
"228",228,26,"student","single","tertiary","0",641,"1","0","cellular",15,"may",1,368,1,"failure",55,"17","(25.7,33.4]","BelowAverage"
"229",229,29,"management","single","tertiary","0",3041,"1","0","cellular",8,"may",3,-1,0,"unknown",606,"9","(25.7,33.4]","AboveAverage"
"230",230,40,"management","divorced","tertiary","0",502,"1","0","cellular",3,"feb",4,270,3,"other",267,"13","(33.4,41.1]","BelowAverage"
"231",231,29,"management","single","tertiary","0",2531,"0","0","cellular",19,"aug",1,-1,0,"unknown",634,"12","(25.7,33.4]","AboveAverage"
"232",232,33,"technician","married","secondary","0",218,"1","1","cellular",10,"aug",1,161,4,"failure",162,"15","(25.7,33.4]","BelowAverage"
"233",233,43,"technician","single","unknown","0",11115,"0","0","cellular",23,"oct",1,74,2,"success",476,"15","(41.1,48.8]","AboveAverage"
"234",234,31,"technician","married","secondary","0",-119,"1","0","cellular",18,"may",5,-1,0,"unknown",9,"14","(25.7,33.4]","Negative"
"235",235,27,"technician","single","secondary","0",158,"0","0","unknown",1,"jul",2,-1,0,"unknown",650,"13","(25.7,33.4]","BelowAverage"
"236",236,40,"entrepreneur","married","tertiary","0",70,"0","0","cellular",20,"nov",1,-1,0,"unknown",57,"14","(33.4,41.1]","BelowAverage"
"237",237,58,"admin.","married","secondary","0",3735,"0","0","cellular",17,"nov",2,-1,0,"unknown",91,"15","(56.5,64.2]","AboveAverage"
"238",238,41,"management","married","tertiary","0",8553,"1","0","cellular",12,"aug",12,-1,0,"unknown",304,"15","(33.4,41.1]","AboveAverage"
"239",239,40,"technician","married","secondary","0",84,"1","0","cellular",8,"aug",3,-1,0,"unknown",119,"17","(33.4,41.1]","BelowAverage"
"241",241,49,"management","married","tertiary","0",68,"1","1","unknown",19,"may",3,-1,0,"unknown",163,"9","(48.8,56.5]","BelowAverage"
"242",242,41,"technician","married","secondary","0",459,"1","0","unknown",19,"may",1,-1,0,"unknown",102,"10","(33.4,41.1]","BelowAverage"
"243",243,57,"technician","married","secondary","0",1070,"0","0","unknown",19,"jun",1,-1,0,"unknown",73,"17","(56.5,64.2]","BelowAverage"
"244",244,59,"retired","married","primary","0",3400,"1","0","cellular",5,"aug",3,-1,0,"unknown",515,"15","(56.5,64.2]","AboveAverage"
"245",245,48,"blue-collar","married","secondary","0",1730,"1","0","cellular",4,"feb",1,178,2,"failure",489,"15","(41.1,48.8]","AboveAverage"
"246",246,46,"technician","married","secondary","0",6993,"1","0","cellular",17,"apr",3,148,1,"success",326,"9","(41.1,48.8]","AboveAverage"
"247",247,44,"blue-collar","married","unknown","0",1529,"1","0","cellular",30,"apr",1,-1,0,"unknown",347,"17","(41.1,48.8]","AboveAverage"
"248",248,48,"management","divorced","tertiary","0",-547,"0","0","cellular",21,"nov",2,-1,0,"unknown",275,"11","(41.1,48.8]","Negative"
"249",249,33,"technician","married","secondary","0",168,"1","0","unknown",26,"may",2,-1,0,"unknown",238,"15","(25.7,33.4]","BelowAverage"
"250",250,33,"admin.","divorced","tertiary","0",891,"0","0","cellular",8,"may",2,-1,0,"unknown",398,"14","(25.7,33.4]","BelowAverage"
"251",251,37,"management","single","tertiary","0",-119,"1","0","unknown",11,"jun",11,-1,0,"unknown",375,"13","(33.4,41.1]","Negative"
"252",252,39,"blue-collar","married","unknown","0",1181,"1","0","cellular",30,"jul",2,-1,0,"unknown",650,"9","(33.4,41.1]","BelowAverage"
"253",253,39,"self-employed","married","tertiary","0",2630,"0","0","unknown",12,"jun",5,-1,0,"unknown",651,"17","(33.4,41.1]","AboveAverage"
"254",254,24,"unemployed","single","secondary","0",2696,"0","0","cellular",7,"sep",2,-1,0,"unknown",107,"14","(17.9,25.7]","AboveAverage"
"255",255,58,"blue-collar","married","primary","0",0,"1","0","cellular",31,"jul",25,-1,0,"unknown",5,"12","(56.5,64.2]","Negative"
"256",256,46,"management","divorced","tertiary","0",-130,"1","0","cellular",24,"mar",2,-1,0,"unknown",144,"12","(41.1,48.8]","Negative"
"257",257,39,"services","single","secondary","0",-244,"1","0","unknown",8,"may",2,-1,0,"unknown",152,"9","(33.4,41.1]","Negative"
"258",258,36,"blue-collar","married","primary","0",711,"1","0","unknown",23,"may",2,-1,0,"unknown",154,"9","(33.4,41.1]","BelowAverage"
"259",259,43,"blue-collar","married","secondary","0",184,"0","1","cellular",16,"jul",11,-1,0,"unknown",1019,"13","(41.1,48.8]","BelowAverage"
"260",260,35,"blue-collar","single","tertiary","0",1830,"0","0","cellular",14,"oct",2,-1,0,"unknown",166,"14","(33.4,41.1]","AboveAverage"
"261",261,48,"blue-collar","married","primary","0",649,"0","0","unknown",19,"jun",2,-1,0,"unknown",136,"9","(41.1,48.8]","BelowAverage"
"262",262,48,"technician","married","secondary","0",480,"0","1","cellular",23,"jul",1,-1,0,"unknown",371,"9","(41.1,48.8]","BelowAverage"
"263",263,41,"blue-collar","married","secondary","1",720,"0","1","cellular",24,"jul",1,-1,0,"unknown",651,"17","(33.4,41.1]","BelowAverage"
"264",264,34,"admin.","married","secondary","0",-33,"1","1","cellular",10,"jul",1,-1,0,"unknown",961,"15","(33.4,41.1]","Negative"
"265",265,32,"entrepreneur","married","tertiary","0",762,"0","0","cellular",19,"jul",11,-1,0,"unknown",187,"9","(25.7,33.4]","BelowAverage"
"266",266,51,"admin.","married","secondary","0",1415,"1","0","unknown",2,"jun",3,-1,0,"unknown",151,"11","(48.8,56.5]","BelowAverage"
"267",267,47,"self-employed","married","unknown","0",14,"1","0","cellular",15,"may",1,-1,0,"unknown",142,"16","(41.1,48.8]","BelowAverage"
"268",268,44,"services","married","secondary","0",742,"0","0","telephone",30,"jul",5,-1,0,"unknown",77,"10","(41.1,48.8]","BelowAverage"
"269",269,66,"technician","married","secondary","0",0,"0","0","cellular",6,"feb",1,-1,0,"unknown",751,"11","(64.2,71.9]","Negative"
"270",270,61,"blue-collar","married","primary","0",5,"0","0","cellular",6,"aug",2,94,3,"success",562,"13","(56.5,64.2]","BelowAverage"
"271",271,41,"blue-collar","married","secondary","0",114,"1","0","unknown",2,"jun",3,-1,0,"unknown",82,"12","(33.4,41.1]","BelowAverage"
"272",272,38,"entrepreneur","married","secondary","0",3249,"1","0","unknown",2,"jun",1,-1,0,"unknown",384,"15","(33.4,41.1]","AboveAverage"
"273",273,54,"housemaid","married","tertiary","0",440,"0","0","cellular",19,"nov",1,-1,0,"unknown",89,"17","(48.8,56.5]","BelowAverage"
"274",274,48,"unemployed","divorced","secondary","0",201,"0","0","cellular",10,"feb",2,92,2,"success",406,"16","(41.1,48.8]","BelowAverage"
"275",275,44,"management","single","tertiary","0",1090,"0","0","cellular",19,"jul",4,532,2,"other",204,"15","(41.1,48.8]","BelowAverage"
"276",276,50,"technician","married","secondary","0",-584,"0","0","cellular",20,"aug",2,-1,0,"unknown",75,"14","(48.8,56.5]","Negative"
"277",277,55,"technician","married","secondary","0",2055,"1","0","unknown",16,"may",4,-1,0,"unknown",1023,"9","(48.8,56.5]","AboveAverage"
"278",278,34,"management","married","tertiary","0",697,"0","0","cellular",5,"aug",1,-1,0,"unknown",166,"11","(33.4,41.1]","BelowAverage"
"279",279,50,"housemaid","divorced","primary","0",120,"1","0","cellular",21,"jul",1,-1,0,"unknown",99,"12","(48.8,56.5]","BelowAverage"
"280",280,34,"blue-collar","married","secondary","1",1,"1","0","cellular",9,"jul",1,-1,0,"unknown",394,"9","(33.4,41.1]","BelowAverage"
"281",281,29,"blue-collar","married","secondary","0",76,"1","0","cellular",6,"feb",3,-1,0,"unknown",198,"12","(25.7,33.4]","BelowAverage"
"282",282,46,"management","married","secondary","1",-333,"0","1","cellular",30,"jul",2,-1,0,"unknown",597,"17","(41.1,48.8]","Negative"
"283",283,58,"self-employed","divorced","tertiary","0",1382,"0","0","unknown",9,"jun",1,-1,0,"unknown",700,"10","(56.5,64.2]","BelowAverage"
"284",284,33,"services","married","secondary","0",804,"1","1","unknown",8,"may",1,-1,0,"unknown",266,"13","(25.7,33.4]","BelowAverage"
"285",285,33,"management","single","tertiary","0",87,"0","0","cellular",12,"aug",1,-1,0,"unknown",978,"15","(25.7,33.4]","BelowAverage"
"286",286,60,"retired","divorced","secondary","0",514,"0","0","cellular",15,"oct",2,213,10,"success",187,"10","(56.5,64.2]","BelowAverage"
"287",287,45,"blue-collar","married","secondary","0",0,"0","0","cellular",14,"aug",2,-1,0,"unknown",215,"17","(41.1,48.8]","Negative"
"288",288,31,"student","single","tertiary","0",4951,"0","0","cellular",17,"sep",3,81,3,"failure",285,"16","(25.7,33.4]","AboveAverage"
"289",289,47,"services","married","secondary","0",1160,"1","0","cellular",3,"feb",2,221,4,"failure",117,"10","(41.1,48.8]","BelowAverage"
"290",290,39,"entrepreneur","married","tertiary","0",0,"0","0","cellular",31,"jul",3,-1,0,"unknown",70,"15","(33.4,41.1]","Negative"
"291",291,32,"blue-collar","single","secondary","0",799,"0","1","cellular",23,"jul",6,-1,0,"unknown",2078,"12","(25.7,33.4]","BelowAverage"
"292",292,52,"unemployed","married","secondary","0",105,"0","0","cellular",20,"nov",1,-1,0,"unknown",96,"11","(48.8,56.5]","BelowAverage"
"293",293,30,"admin.","married","secondary","0",166,"0","0","unknown",14,"jun",1,-1,0,"unknown",30,"17","(25.7,33.4]","BelowAverage"
"294",294,37,"blue-collar","married","secondary","0",903,"1","0","cellular",20,"apr",1,-1,0,"unknown",124,"15","(33.4,41.1]","BelowAverage"
"295",295,47,"services","married","secondary","0",0,"0","1","unknown",20,"jun",2,-1,0,"unknown",51,"14","(41.1,48.8]","Negative"
"296",296,34,"admin.","single","tertiary","0",64,"1","0","cellular",28,"jul",2,-1,0,"unknown",76,"10","(33.4,41.1]","BelowAverage"
"297",297,20,"student","single","unknown","0",457,"0","0","cellular",16,"jun",1,-1,0,"unknown",214,"12","(17.9,25.7]","BelowAverage"
"298",298,25,"self-employed","single","tertiary","0",42,"1","0","cellular",5,"jun",1,94,1,"success",149,"14","(17.9,25.7]","BelowAverage"
"299",299,25,"admin.","single","tertiary","0",220,"0","0","cellular",26,"may",1,-1,0,"unknown",68,"13","(17.9,25.7]","BelowAverage"
"300",300,23,"services","single","secondary","0",279,"1","0","cellular",18,"may",1,370,1,"failure",843,"12","(17.9,25.7]","BelowAverage"
"301",301,48,"entrepreneur","divorced","tertiary","0",275,"0","1","unknown",5,"jun",1,-1,0,"unknown",34,"9","(41.1,48.8]","BelowAverage"
"302",302,35,"management","married","tertiary","0",0,"0","0","cellular",26,"aug",2,-1,0,"unknown",436,"15","(33.4,41.1]","Negative"
"303",303,30,"management","single","tertiary","0",2344,"1","0","cellular",20,"oct",2,92,3,"failure",316,"12","(25.7,33.4]","AboveAverage"
"304",304,35,"management","married","tertiary","0",8,"0","0","cellular",23,"apr",3,-1,0,"unknown",93,"14","(33.4,41.1]","BelowAverage"
"305",305,37,"management","married","tertiary","0",3737,"0","0","cellular",7,"jul",1,-1,0,"unknown",224,"10","(33.4,41.1]","AboveAverage"
"306",306,35,"technician","single","tertiary","0",147,"0","0","cellular",21,"aug",2,-1,0,"unknown",134,"15","(33.4,41.1]","BelowAverage"
"307",307,44,"entrepreneur","married","tertiary","0",1631,"1","0","unknown",6,"may",2,-1,0,"unknown",346,"9","(41.1,48.8]","AboveAverage"
"308",308,30,"student","single","secondary","0",1779,"0","0","cellular",11,"aug",1,433,1,"success",233,"13","(25.7,33.4]","AboveAverage"
"309",309,32,"management","single","tertiary","0",933,"1","0","cellular",12,"may",4,307,1,"failure",147,"14","(25.7,33.4]","BelowAverage"
"310",310,19,"student","single","secondary","0",394,"0","0","cellular",5,"apr",3,-1,0,"unknown",327,"12","(17.9,25.7]","BelowAverage"
"311",311,58,"retired","married","secondary","0",1227,"0","0","cellular",2,"feb",1,-1,0,"unknown",277,"11","(56.5,64.2]","BelowAverage"
"312",312,29,"management","married","tertiary","0",805,"0","0","cellular",28,"jan",1,-1,0,"unknown",70,"9","(25.7,33.4]","BelowAverage"
"313",313,25,"student","single","unknown","0",722,"0","0","telephone",21,"apr",2,-1,0,"unknown",623,"15","(17.9,25.7]","BelowAverage"
"314",314,40,"management","married","tertiary","0",0,"1","0","cellular",2,"feb",1,-1,0,"unknown",279,"15","(33.4,41.1]","Negative"
"315",315,31,"technician","single","secondary","0",46,"0","0","cellular",27,"aug",6,-1,0,"unknown",313,"15","(25.7,33.4]","BelowAverage"
"316",316,47,"admin.","divorced","secondary","0",555,"1","1","telephone",17,"oct",1,-1,0,"unknown",478,"17","(41.1,48.8]","BelowAverage"
"317",317,59,"services","divorced","secondary","0",1,"1","0","cellular",28,"jan",1,253,5,"other",602,"14","(56.5,64.2]","BelowAverage"
"318",318,42,"blue-collar","married","secondary","0",3,"1","0","telephone",20,"nov",1,190,1,"failure",47,"17","(41.1,48.8]","BelowAverage"
"319",319,59,"management","divorced","tertiary","0",17056,"1","0","cellular",20,"nov",2,-1,0,"unknown",470,"13","(56.5,64.2]","AboveAverage"
"320",320,38,"technician","single","secondary","0",1255,"1","0","cellular",6,"may",1,170,4,"failure",120,"17","(33.4,41.1]","BelowAverage"
"321",321,33,"services","married","secondary","0",386,"0","0","cellular",12,"nov",1,92,4,"failure",253,"15","(25.7,33.4]","BelowAverage"
"322",322,30,"blue-collar","single","secondary","0",0,"1","0","unknown",5,"may",2,-1,0,"unknown",5,"17","(25.7,33.4]","Negative"
"323",323,31,"self-employed","married","tertiary","0",94,"0","0","cellular",22,"aug",2,-1,0,"unknown",579,"10","(25.7,33.4]","BelowAverage"
"324",324,52,"admin.","divorced","secondary","0",725,"1","0","cellular",20,"apr",3,325,1,"other",57,"17","(48.8,56.5]","BelowAverage"
"325",325,47,"blue-collar","married","secondary","0",1568,"1","0","cellular",19,"feb",1,262,7,"success",388,"9","(41.1,48.8]","AboveAverage"
"326",326,27,"self-employed","single","secondary","0",152,"0","0","cellular",30,"jul",3,-1,0,"unknown",80,"13","(25.7,33.4]","BelowAverage"
"327",327,56,"technician","married","secondary","0",28,"1","0","unknown",15,"may",1,-1,0,"unknown",236,"10","(48.8,56.5]","BelowAverage"
"328",328,31,"technician","single","tertiary","0",438,"1","0","cellular",20,"nov",1,100,2,"failure",165,"15","(25.7,33.4]","BelowAverage"
"329",329,77,"retired","married","primary","0",29340,"0","0","cellular",15,"mar",1,91,2,"other",257,"16","(71.9,79.6]","AboveAverage"
"330",330,29,"management","single","secondary","0",-105,"1","0","unknown",27,"may",3,-1,0,"unknown",5,"17","(25.7,33.4]","Negative"
