"Id_duplicate","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CarInsurance","CallDuration","CallHour","AgeBinEW","AgeBinEF","BalanceBin","BalanceBinEF","WithinMonth","WithinMonthEF","PrevAttempsToDaysPassed","PAtDPEF"
"122",122,46,"management","divorced","tertiary","0",461,"0","0","cellular",30,"dec",2,-1,0,"unknown","1",369,"10","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"123",123,64,"entrepreneur","married","tertiary","0",2331,"0","0","telephone",9,"nov",1,-1,0,"unknown","1",201,"13","(56.5,64.2]","[52,95]","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0,"0.00000"
"124",124,43,"unemployed","married","primary","0",519,"0","0","unknown",20,"jun",2,-1,0,"unknown","1",973,"14","(41.1,48.8]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"125",125,57,"blue-collar","married","primary","0",3109,"0","0","cellular",15,"sep",2,105,2,"success","1",107,"16","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0.019047619047619,"[0.00482,8.00000]"
"126",126,58,"retired","divorced","primary","0",11,"0","1","cellular",10,"jul",5,-1,0,"unknown","0",161,"9","(56.5,64.2]","[52,95]","BelowAverage","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"127",127,32,"technician","divorced","tertiary","0",53,"0","0","cellular",22,"aug",2,-1,0,"unknown","1",671,"15","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"128",128,43,"blue-collar","married","secondary","0",699,"1","1","cellular",20,"nov",2,122,2,"other","1",1258,"12","(41.1,48.8]","[37,44)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0.0163934426229508,"[0.00482,8.00000]"
"129",129,30,"student","single","tertiary","0",3300,"0","0","cellular",21,"nov",1,-1,0,"unknown","1",1571,"9","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0,"0.00000"
"130",130,45,"admin.","married","secondary","0",251,"1","0","cellular",19,"aug",2,-1,0,"unknown","0",102,"12","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"131",131,56,"management","married","tertiary","0",318,"0","1","telephone",9,"jul",3,-1,0,"unknown","0",246,"9","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"132",132,44,"management","married","unknown","0",2724,"0","0","cellular",28,"dec",1,-1,0,"unknown","1",893,"14","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"133",133,61,"management","married","tertiary","0",5157,"0","0","cellular",13,"mar",1,-1,0,"unknown","0",432,"14","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"134",134,37,"technician","divorced","tertiary","0",1762,"1","0","cellular",16,"apr",1,317,1,"failure","0",309,"15","(33.4,41.1]","[37,44)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0.00315457413249211,"[0.00119,0.00482)"
"135",135,56,"retired","married","secondary","0",343,"0","1","cellular",9,"jul",1,-1,0,"unknown","0",77,"12","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"136",136,46,"admin.","married","secondary","0",368,"0","0","cellular",20,"aug",1,90,4,"other","1",293,"13","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0.0444444444444444,"[0.00482,8.00000]"
"137",137,39,"management","divorced","tertiary","0",1968,"0","0","cellular",21,"nov",1,-1,0,"unknown","1",648,"14","(33.4,41.1]","[37,44)","AboveAverage","[ 1075, 2557)","LateMonth","[21,27)",0,"0.00000"
"138",138,27,"services","single","secondary","0",302,"0","0","cellular",3,"jul",1,-1,0,"unknown","1",203,"11","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"139",139,33,"blue-collar","single","primary","0",60,"1","0","cellular",14,"may",1,290,2,"failure","0",74,"14","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0.00689655172413793,"[0.00482,8.00000]"
"140",140,52,"technician","married","tertiary","0",0,"0","0","cellular",9,"aug",3,94,4,"success","0",145,"16","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0.0425531914893617,"[0.00482,8.00000]"
"141",141,45,"blue-collar","married","secondary","0",3092,"1","1","cellular",12,"may",2,-1,0,"unknown","0",180,"11","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"142",142,30,"unemployed","single","secondary","0",1058,"0","0","cellular",4,"feb",1,-1,0,"unknown","0",515,"10","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"143",143,46,"services","married","secondary","0",53,"0","1","cellular",28,"jul",3,-1,0,"unknown","0",31,"14","(41.1,48.8]","[44,52)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"144",144,32,"services","single","secondary","0",-402,"1","0","cellular",17,"apr",1,-1,0,"unknown","0",135,"14","(25.7,33.4]","[32,37)","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"145",145,62,"entrepreneur","married","secondary","0",3904,"0","0","telephone",29,"jan",2,-1,0,"unknown","1",403,"15","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"146",146,24,"student","single","secondary","0",1123,"0","0","cellular",13,"jul",1,412,1,"other","1",475,"11","(17.9,25.7]","[18,32)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0.00242718446601942,"[0.00119,0.00482)"
"147",147,47,"management","single","tertiary","0",159,"0","0","telephone",29,"oct",3,155,3,"other","1",220,"16","(41.1,48.8]","[44,52)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0.0193548387096774,"[0.00482,8.00000]"
"148",148,32,"blue-collar","single","secondary","0",5,"1","1","unknown",8,"may",1,-1,0,"unknown","0",134,"13","(25.7,33.4]","[32,37)","BelowAverage","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"149",149,38,"blue-collar","married","primary","0",3289,"0","0","unknown",9,"jun",2,-1,0,"unknown","0",553,"13","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0,"0.00000"
"150",150,36,"technician","single","tertiary","0",391,"1","0","cellular",15,"may",1,350,8,"failure","0",185,"10","(33.4,41.1]","[32,37)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0.0228571428571429,"[0.00482,8.00000]"
"151",151,57,"management","divorced","unknown","0",854,"0","0","cellular",27,"aug",4,92,1,"failure","1",700,"10","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0.0108695652173913,"[0.00482,8.00000]"
"152",152,73,"retired","divorced","secondary","0",7111,"1","0","cellular",12,"oct",1,-1,0,"unknown","1",146,"10","(71.9,79.6]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"153",153,55,"technician","divorced","tertiary","0",0,"1","0","unknown",30,"may",1,-1,0,"unknown","0",234,"12","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"154",154,57,"blue-collar","married","primary","0",3109,"0","0","cellular",2,"jun",2,-1,0,"unknown","1",482,"15","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0,"0.00000"
"155",155,25,"unemployed","single","primary","0",129,"0","0","cellular",12,"apr",3,-1,0,"unknown","1",176,"9","(17.9,25.7]","[18,32)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"156",156,62,"retired","married","secondary","0",569,"0","0","cellular",4,"aug",1,1,8,"success","1",288,"17","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",8,"[0.00482,8.00000]"
"157",157,45,"technician","married","secondary","0",4466,"1","0","unknown",3,"jun",1,-1,0,"unknown","0",110,"13","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0,"0.00000"
"158",158,56,"blue-collar","married","secondary","0",1521,"1","1","cellular",21,"nov",2,179,3,"other","0",19,"17","(48.8,56.5]","[52,95]","AboveAverage","[ 1075, 2557)","LateMonth","[21,27)",0.0167597765363128,"[0.00482,8.00000]"
"159",159,33,"management","single","tertiary","0",8038,"1","0","cellular",19,"nov",1,-1,0,"unknown","0",60,"9","(25.7,33.4]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"160",160,45,"blue-collar","single","primary","0",116,"0","0","unknown",13,"apr",1,-1,0,"unknown","1",122,"13","(41.1,48.8]","[44,52)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"161",161,63,"blue-collar","married","secondary","0",641,"0","0","cellular",27,"may",2,-1,0,"unknown","1",417,"17","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"162",162,57,"retired","married","secondary","0",2020,"0","0","unknown",19,"jun",4,-1,0,"unknown","0",93,"16","(56.5,64.2]","[52,95]","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"163",163,60,"retired","married","secondary","0",208,"0","0","cellular",20,"aug",4,-1,0,"unknown","0",70,"9","(56.5,64.2]","[52,95]","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"164",164,61,"self-employed","divorced","tertiary","0",52587,"0","0","cellular",15,"feb",3,189,1,"success","1",394,"16","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0.00529100529100529,"[0.00482,8.00000]"
"165",165,56,"blue-collar","married","secondary","0",2561,"0","0","unknown",20,"jun",6,-1,0,"unknown","0",13,"13","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"166",166,26,"blue-collar","single","secondary","0",82,"1","0","unknown",9,"may",1,-1,0,"unknown","1",654,"10","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"167",167,58,"unemployed","divorced","secondary","0",729,"0","1","cellular",9,"feb",2,-1,0,"unknown","0",60,"17","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0,"0.00000"
"168",168,46,"services","married","secondary","0",273,"0","0","cellular",22,"aug",2,-1,0,"unknown","1",565,"10","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","LateMonth","[21,27)",0,"0.00000"
"169",169,28,"management","single","secondary","0",2840,"0","0","cellular",20,"apr",5,-1,0,"unknown","1",227,"10","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"170",170,57,"technician","married","secondary","0",253,"0","1","unknown",3,"jul",3,-1,0,"unknown","0",230,"16","(56.5,64.2]","[52,95]","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"171",171,36,"technician","single","secondary","0",2921,"0","0","telephone",31,"jul",7,-1,0,"unknown","0",55,"10","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"172",172,44,"blue-collar","married","secondary","0",16178,"1","0","cellular",21,"nov",1,-1,0,"unknown","0",297,"13","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0,"0.00000"
"173",173,54,"services","divorced","secondary","0",0,"0","0","cellular",18,"mar",1,290,3,"success","1",362,"9","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[17,21)",0.0103448275862069,"[0.00482,8.00000]"
"174",174,38,"technician","married","secondary","0",557,"1","0","cellular",16,"nov",4,-1,0,"unknown","1",1556,"11","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"175",175,34,"management","single","tertiary","0",4348,"1","0","cellular",28,"aug",8,-1,0,"unknown","0",373,"9","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"176",176,27,"services","single","secondary","0",683,"1","0","unknown",9,"may",3,-1,0,"unknown","0",44,"11","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0,"0.00000"
"177",177,29,"self-employed","single","tertiary","0",1579,"0","0","cellular",13,"oct",1,92,5,"success","1",190,"10","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0.0543478260869565,"[0.00482,8.00000]"
"178",178,31,"blue-collar","married","tertiary","0",2827,"1","0","unknown",8,"may",3,-1,0,"unknown","0",238,"9","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0,"0.00000"
"179",179,50,"technician","divorced","secondary","0",0,"0","0","cellular",29,"sep",1,120,2,"failure","1",159,"9","(48.8,56.5]","[44,52)","Negative","[-3058,   14)","LateMonth","[27,31]",0.0166666666666667,"[0.00482,8.00000]"
"180",180,60,"retired","married","tertiary","0",108,"0","0","cellular",26,"aug",1,-1,0,"unknown","1",624,"11","(56.5,64.2]","[52,95]","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"181",181,32,"services","married","secondary","0",243,"1","1","unknown",6,"may",1,-1,0,"unknown","0",144,"14","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"182",182,36,"services","married","secondary","0",-27,"1","1","cellular",7,"jul",4,-1,0,"unknown","0",151,"12","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"183",183,45,"admin.","married","secondary","0",205,"0","0","cellular",4,"may",1,90,2,"success","1",552,"17","(41.1,48.8]","[44,52)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0.0222222222222222,"[0.00482,8.00000]"
"184",184,40,"technician","divorced","tertiary","0",0,"0","0","unknown",17,"jun",1,-1,0,"unknown","1",522,"11","(33.4,41.1]","[37,44)","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"185",185,38,"technician","married","secondary","0",497,"0","0","unknown",14,"apr",1,-1,0,"unknown","1",173,"10","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"186",186,30,"management","single","tertiary","0",985,"1","0","cellular",25,"oct",1,94,2,"success","1",304,"12","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0.0212765957446809,"[0.00482,8.00000]"
"187",187,31,"management","married","tertiary","0",3739,"0","0","cellular",11,"aug",3,-1,0,"unknown","0",117,"10","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","MidMonth","[ 7,12)",0,"0.00000"
"188",188,28,"management","single","tertiary","0",6784,"0","0","cellular",1,"oct",1,115,3,"other","1",502,"14","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0.0260869565217391,"[0.00482,8.00000]"
"189",189,49,"blue-collar","divorced","primary","0",-9,"1","1","unknown",5,"may",1,-1,0,"unknown","0",389,"16","(48.8,56.5]","[44,52)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0,"0.00000"
"190",190,34,"self-employed","married","tertiary","0",0,"0","0","cellular",28,"aug",11,-1,0,"unknown","1",730,"11","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"191",191,51,"blue-collar","divorced","secondary","0",113,"0","0","cellular",15,"may",3,-1,0,"unknown","0",71,"9","(48.8,56.5]","[44,52)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"192",192,35,"unemployed","divorced","primary","0",118,"0","0","unknown",20,"jun",4,-1,0,"unknown","0",12,"16","(33.4,41.1]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"193",193,41,"student","single","secondary","0",595,"1","0","unknown",18,"sep",1,107,2,"success","0",22,"14","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0.0186915887850467,"[0.00482,8.00000]"
"194",194,49,"housemaid","married","primary","0",0,"0","0","telephone",9,"jul",1,-1,0,"unknown","0",106,"10","(48.8,56.5]","[44,52)","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"195",195,33,"management","single","tertiary","0",3143,"0","0","cellular",29,"jun",2,-1,0,"unknown","1",421,"16","(25.7,33.4]","[32,37)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"196",196,53,"admin.","married","secondary","0",53,"1","0","cellular",18,"may",1,-1,0,"unknown","1",387,"11","(48.8,56.5]","[52,95]","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"197",197,45,"management","married","tertiary","0",1447,"1","1","cellular",7,"jul",2,-1,0,"unknown","0",461,"17","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0,"0.00000"
"198",198,36,"self-employed","divorced","tertiary","0",6385,"1","0","cellular",21,"nov",2,-1,0,"unknown","0",70,"13","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0,"0.00000"
"199",199,43,"management","married","tertiary","0",3186,"0","0","cellular",16,"nov",1,88,1,"failure","1",380,"15","(41.1,48.8]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0.0113636363636364,"[0.00482,8.00000]"
"200",200,31,"blue-collar","married","primary","0",290,"1","0","cellular",15,"may",1,291,3,"failure","0",148,"12","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0.0103092783505155,"[0.00482,8.00000]"
"201",201,56,"blue-collar","married","primary","0",8163,"0","0","cellular",14,"aug",4,-1,0,"unknown","1",1231,"10","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"202",202,48,"admin.","married","secondary","0",13551,"0","0","unknown",11,"jun",3,-1,0,"unknown","0",89,"9","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[ 7,12)",0,"0.00000"
"203",203,40,"technician","single","tertiary","0",431,"0","0","cellular",7,"jul",2,-1,0,"unknown","1",180,"17","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"204",204,60,"admin.","married","secondary","0",711,"0","0","cellular",12,"aug",4,-1,0,"unknown","0",355,"11","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"205",205,45,"admin.","married","secondary","0",0,"0","0","cellular",14,"aug",2,-1,0,"unknown","0",113,"9","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"206",206,45,"technician","single","unknown","0",7108,"1","1","unknown",30,"may",3,-1,0,"unknown","0",1212,"13","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"207",207,55,"technician","divorced","secondary","1",4,"0","0","cellular",28,"jan",1,-1,0,"unknown","1",1048,"15","(48.8,56.5]","[52,95]","BelowAverage","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"208",208,41,"blue-collar","married","primary","0",3658,"1","0","cellular",9,"apr",1,330,1,"failure","0",268,"15","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0.00303030303030303,"[0.00119,0.00482)"
"209",209,46,"management","married","tertiary","0",699,"0","0","cellular",30,"apr",1,87,1,"failure","1",970,"13","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0.0114942528735632,"[0.00482,8.00000]"
"210",210,41,"entrepreneur","married","secondary","0",8491,"1","0","cellular",18,"nov",1,-1,0,"unknown","1",929,"11","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"211",211,51,"admin.","married","secondary","0",423,"1","1","cellular",16,"jul",5,183,2,"failure","0",84,"9","(48.8,56.5]","[44,52)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0.0109289617486339,"[0.00482,8.00000]"
"212",212,55,"technician","divorced","tertiary","0",0,"0","0","cellular",17,"nov",2,91,1,"success","1",134,"9","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[17,21)",0.010989010989011,"[0.00482,8.00000]"
"213",213,34,"services","married","secondary","0",790,"1","0","cellular",20,"apr",2,350,1,"failure","0",579,"13","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0.00285714285714286,"[0.00119,0.00482)"
"214",214,40,"admin.","married","secondary","0",341,"0","0","cellular",31,"jul",5,-1,0,"unknown","1",1142,"12","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"215",215,31,"unemployed","single","secondary","0",582,"1","0","cellular",5,"jun",2,-1,0,"unknown","1",548,"14","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"216",216,32,"management","single","tertiary","0",623,"0","0","cellular",6,"jul",3,194,2,"failure","1",335,"10","(25.7,33.4]","[32,37)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0.0103092783505155,"[0.00482,8.00000]"
"217",217,37,"services","single","secondary","0",1045,"0","0","cellular",4,"feb",1,-1,0,"unknown","0",301,"13","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
